Date,Open,High,Low,Close,Adj Close,Volume
2020-06-08,333.500000,334.750000,331.000000,333.750000,333.750000,206335
2020-06-09,332.250000,334.000000,326.750000,327.500000,327.500000,253631
2020-06-10,327.250000,328.000000,324.250000,326.250000,326.250000,243286
2020-06-11,326.000000,331.000000,325.250000,329.750000,329.750000,272975
2020-06-12,329.500000,333.000000,328.250000,330.000000,330.000000,236621
2020-06-14,null,null,null,null,null,null
2020-06-15,329.250000,330.000000,325.500000,329.250000,329.250000,170741
2020-06-16,331.750000,334.500000,328.000000,329.000000,329.000000,229095
2020-06-17,328.000000,331.250000,325.000000,330.250000,330.250000,225643
2020-06-18,329.750000,333.750000,328.750000,331.000000,331.000000,201444
2020-06-19,329.750000,333.750000,327.500000,332.500000,332.500000,170567
2020-06-21,null,null,null,null,null,null
2020-06-22,332.000000,332.250000,328.000000,328.250000,328.250000,134480
2020-06-23,327.500000,327.500000,321.250000,325.000000,325.000000,185863
2020-06-24,324.500000,329.000000,323.750000,324.250000,324.250000,180307
2020-06-25,323.500000,324.250000,315.000000,317.250000,317.250000,194687
2020-06-26,317.000000,319.750000,313.500000,317.000000,317.000000,216581
2020-06-28,null,null,null,null,null,null
2020-06-29,316.750000,326.500000,316.000000,326.250000,326.250000,150216
2020-06-30,325.250000,342.000000,323.750000,338.500000,338.500000,21411
2020-07-01,338.500000,351.250000,337.500000,348.250000,348.250000,4582
2020-07-02,347.500000,350.250000,342.250000,342.500000,342.500000,2491
2020-07-05,null,null,null,null,null,null
2020-07-06,348.250000,349.000000,345.250000,346.500000,346.500000,2094
2020-07-07,347.500000,347.500000,341.750000,345.000000,345.000000,1273
2020-07-08,343.500000,348.500000,341.000000,348.250000,348.250000,352
2020-07-09,349.000000,356.500000,348.250000,351.250000,351.250000,495
2020-07-10,350.250000,352.000000,340.000000,340.500000,340.500000,806
2020-07-12,null,null,null,null,null,null
2020-07-13,337.250000,337.250000,332.000000,334.000000,334.000000,437
2020-07-14,334.000000,336.500000,324.500000,334.750000,334.750000,112416
2020-07-15,326.000000,328.750000,322.750000,326.250000,326.250000,101702
2020-07-16,326.000000,333.250000,326.000000,330.250000,330.250000,109531
2020-07-17,330.250000,334.750000,330.250000,333.000000,333.000000,83693
2020-07-19,null,null,null,null,null,null
2020-07-20,333.000000,333.500000,326.000000,328.250000,328.250000,105214
2020-07-21,327.750000,327.750000,322.000000,322.750000,322.750000,132248
2020-07-22,323.000000,328.000000,322.250000,327.500000,327.500000,122910
2020-07-23,327.250000,329.500000,325.000000,328.000000,328.000000,92652
2020-07-24,328.000000,329.750000,325.500000,326.250000,326.250000,144237
2020-07-26,null,null,null,null,null,null
2020-07-27,325.250000,327.500000,323.250000,325.000000,325.000000,96017
2020-07-28,323.000000,323.500000,320.000000,320.000000,320.000000,110739
2020-07-29,320.000000,321.500000,315.250000,315.500000,315.500000,136660
2020-07-30,315.500000,319.250000,315.250000,315.750000,315.750000,120454
2020-07-31,315.750000,317.500000,314.500000,316.000000,316.000000,77056
2020-08-02,null,null,null,null,null,null
2020-08-03,315.000000,318.250000,315.000000,317.500000,317.500000,83190
2020-08-04,316.500000,316.750000,308.250000,308.250000,308.250000,161834
2020-08-05,309.000000,311.250000,309.000000,311.000000,311.000000,103355
2020-08-06,310.500000,312.750000,309.500000,311.250000,311.250000,106028
2020-08-07,311.000000,311.750000,307.250000,307.750000,307.750000,124482
2020-08-09,null,null,null,null,null,null
2020-08-10,307.500000,311.750000,307.500000,310.500000,310.500000,167514
2020-08-11,311.250000,315.000000,310.250000,311.500000,311.500000,170713
2020-08-12,311.250000,315.000000,308.000000,314.500000,314.500000,209796
2020-08-13,315.000000,327.500000,314.750000,325.250000,325.250000,317363
2020-08-14,324.500000,325.250000,321.500000,324.500000,324.500000,160379
2020-08-16,null,null,null,null,null,null
2020-08-17,327.000000,331.000000,326.500000,331.000000,331.000000,111934
2020-08-18,330.000000,332.000000,325.750000,327.000000,327.000000,130091
2020-08-19,326.000000,327.250000,323.500000,325.000000,325.000000,87620
2020-08-20,324.250000,325.750000,320.750000,324.500000,324.500000,92738
2020-08-21,324.750000,327.750000,324.250000,327.000000,327.000000,134880
2020-08-23,null,null,null,null,null,null
2020-08-24,328.000000,332.500000,327.500000,331.750000,331.750000,126824
2020-08-25,335.000000,341.500000,334.750000,340.750000,340.750000,147003
2020-08-26,340.250000,341.250000,337.250000,340.500000,340.500000,89216
2020-08-27,340.000000,344.750000,339.000000,344.250000,344.250000,123788
2020-08-28,343.250000,347.750000,340.750000,346.000000,346.000000,94064
2020-08-30,null,null,null,null,null,null
2020-08-31,348.750000,353.000000,346.000000,348.500000,348.500000,11030
2020-09-01,347.750000,350.000000,343.250000,349.500000,349.500000,3700
2020-09-02,349.250000,350.500000,345.250000,349.750000,349.750000,2609
2020-09-03,349.750000,350.000000,343.750000,344.500000,344.500000,1449
2020-09-04,344.000000,349.000000,343.500000,347.250000,347.250000,1680
2020-09-06,null,null,null,null,null,null
2020-09-08,348.000000,353.000000,346.000000,351.000000,351.000000,874
2020-09-09,349.750000,351.250000,348.500000,350.000000,350.000000,112
2020-09-10,349.750000,357.750000,349.750000,357.250000,357.250000,665
2020-09-11,355.500000,366.000000,355.500000,365.000000,365.000000,675
2020-09-13,null,null,null,null,null,null
2020-09-14,366.750000,366.750000,357.500000,357.500000,357.500000,137658
2020-09-15,369.000000,369.500000,365.250000,366.000000,366.000000,133018
2020-09-16,365.500000,372.000000,361.750000,371.750000,371.750000,158937
2020-09-17,371.500000,377.250000,368.000000,375.250000,375.250000,235205
2020-09-18,374.250000,379.250000,373.250000,378.500000,378.500000,191291
2020-09-20,null,null,null,null,null,null
2020-09-21,377.500000,378.250000,368.250000,369.750000,369.750000,209548
2020-09-22,369.750000,373.250000,365.750000,369.250000,369.250000,159145
2020-09-23,368.250000,370.250000,365.750000,368.500000,368.500000,122193
2020-09-24,368.000000,368.250000,363.000000,363.500000,363.500000,152367
2020-09-25,363.250000,367.500000,363.000000,365.250000,365.250000,130065
2020-09-27,null,null,null,null,null,null
2020-09-28,364.250000,369.750000,360.500000,366.750000,366.750000,162085
2020-09-29,366.750000,367.750000,361.000000,364.750000,364.750000,137617
2020-09-30,364.250000,382.750000,362.000000,379.000000,379.000000,337543
2020-10-01,379.000000,385.500000,378.000000,382.750000,382.750000,216356
2020-10-02,381.500000,383.250000,377.250000,379.750000,379.750000,164090
2020-10-04,null,null,null,null,null,null
2020-10-05,378.750000,382.500000,377.750000,379.500000,379.500000,119040
2020-10-06,378.500000,389.250000,378.500000,385.000000,385.000000,213443
2020-10-07,384.500000,392.000000,384.000000,388.750000,388.750000,186782
2020-10-08,389.000000,394.500000,386.500000,387.000000,387.000000,202957
2020-10-09,387.000000,398.250000,386.500000,395.000000,395.000000,280954
2020-10-11,null,null,null,null,null,null
2020-10-12,395.500000,399.250000,387.250000,389.000000,389.000000,193542
2020-10-13,389.000000,392.750000,388.000000,391.250000,391.250000,130273
2020-10-14,391.000000,397.500000,388.000000,396.500000,396.500000,183507
2020-10-15,396.000000,404.250000,393.500000,403.750000,403.750000,245381
2020-10-16,403.250000,409.000000,401.750000,402.000000,402.000000,226808
2020-10-18,null,null,null,null,null,null
2020-10-19,401.750000,406.750000,400.750000,405.250000,405.250000,167466
2020-10-20,404.250000,409.750000,403.500000,408.750000,408.750000,179887
2020-10-21,408.250000,415.250000,407.750000,413.750000,413.750000,216167
2020-10-22,413.750000,419.000000,410.750000,416.250000,416.250000,196234
2020-10-23,415.000000,420.000000,414.000000,419.250000,419.250000,168924
2020-10-25,null,null,null,null,null,null
2020-10-26,419.250000,419.750000,412.750000,417.750000,417.750000,206162
2020-10-27,416.750000,422.250000,415.500000,416.000000,416.000000,207081
2020-10-28,415.000000,415.250000,400.500000,401.500000,401.500000,320256
2020-10-29,401.000000,404.250000,393.000000,398.500000,398.500000,279411
2020-10-30,397.250000,400.000000,394.250000,398.500000,398.500000,209475
2020-11-01,null,null,null,null,null,null
2020-11-02,396.000000,397.750000,393.000000,397.500000,397.500000,165146
2020-11-03,396.250000,403.250000,395.250000,401.000000,401.000000,184363
2020-11-04,400.000000,406.000000,396.500000,405.250000,405.250000,176330
2020-11-05,405.000000,417.250000,404.000000,409.250000,409.250000,245189
2020-11-06,409.000000,412.000000,405.750000,406.750000,406.750000,200681
2020-11-08,null,null,null,null,null,null
2020-11-09,405.750000,410.000000,401.750000,407.500000,407.500000,204111
2020-11-10,407.000000,427.250000,406.250000,423.000000,423.000000,355814
2020-11-11,422.500000,428.000000,416.250000,417.250000,417.250000,306427
2020-11-12,417.250000,418.500000,406.250000,408.250000,408.250000,234330
2020-11-13,407.500000,413.250000,403.750000,410.500000,410.500000,188493
2020-11-15,null,null,null,null,null,null
2020-11-16,409.000000,416.750000,409.000000,416.250000,416.250000,188493
